Plot__url,Plot__Price,Plot__Beds,Build__Area,Plot__Area,Plot__DESC,Plot__Area_Cents,Price_per_sqft,Price_per_cent,Total_Area,Build_to_Plot_Ratio,Standardized_Location_Name,Notes
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-malayinkeezh-trivandrum-2178-sq-ft-spid-T76866961,4800000.0,3.0,1550.0,2178.0,"Area-1550 sq feet, 5 cent, 3 bhk, drawing dining hall, 2 balconies, 1 utility room, one open terrace, with compound wall & gate, front garden tiled & concreted, well & govt tap water.Location falls in malayinkeezhu. This 3 bhk unit is available in malayinkeezhu and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in malayinkeezhu. The price of this independent house is rs 48.0 l. It is a good, spacious independent house unit with carpet area of 1450 square feet. The built-Up area is 1550 square feet. There are 3 bedrooms and 3 bathroom. The property is east-Facing. This property is at a walking distance from malayinkeezhu community health centre, matha ayurveda eye hospital and panchakarma centre moongode, and abhaya hospital mitra psychiatry and deaddiction centre. The brokerage amount to be paid is rs 0",5.0,2203.8567493112946,960000.0,3728.0,0.711662075298439,malayinkeezh,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-i-cloud-mangalapuram-trivandrum-2626-sq-ft-r3-spid-V51494320,14900000.0,4.0,2626.0,2800.0,"My premium villa comes with all amenities and is fully secured. Community has retd officials, doctors and is ready for immediate possession.",6.4279155188246095,5321.428571428572,2318014.285714286,5426.0,0.9378571428571428,mangalapuram,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chenkottukonam-trivandrum-1634-sq-ft-spid-N76838385,6800000.0,4.0,1633.0,1633.0,"House for sale in gated community near technopark, chengottukonam4 bed room house, can be used as two 2bhkground and upstairs, each floor with 2 bedrooms with attached bathrooms 1 kitchen 1 spacious hall work area first floor for sale..Land area about 4 centsplinth area 1700 sqft.Carpet area 1400 sqftredbrick quality construction house constructed for personal use.Space available for 2 cars parking gardening.Bore well drinking quality available.Covered terrace for gardening.",3.748852157943067,4164.115125535824,1813888.548683405,3266.0,1.0,chenkottukonam,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ooruttambalam-trivandrum-1006-sq-ft-spid-E76801357,2900000.0,3.0,1006.0,2069.0,Under construction,4.749770431588614,1401.643305944901,610555.8240695988,3075.0,0.486225229579507,ooruttambalam,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pravachambalam-trivandrum-1742-sq-ft-spid-R76784179,6200000.0,3.0,1600.0,2090.0,"Located 200 mtrs from main road to trinity college Area : 4.8 cents 1600 sqft 3 car parking space Vathu based house Front doors and windows : Jack wood Premium quality laminated plywood used for Tv units,wardrobes,kitchen cupboards etc Ground floor : 1 bed room First floor : 2 bed rooms Wardrobes in 2 bedrooms Bath room fittings : Cera Electrical fittings : Vguard,legrand Water proof kitchen cupboards Pravachambalam : 2 km Trivandrum : 9 km Price : 62 lakhs(Nego)",4.797979797979798,2966.507177033493,1292210.5263157897,3690.0,0.7655502392344498,pravachambalam,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pravachambalam-trivandrum-1500-sq-ft-r1-spid-E74118035,4800000.0,3.0,1500.0,2200.0,For sale: Charming home near naruvamood junction,5.05050505050505,2181.818181818182,950400.0,3700.0,0.6818181818181818,pravachambalam,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-karikkakam-trivandrum-1500-sq-ft-r11-spid-V41368951,9000000.0,3.0,1500.0,1524.0,"2kms away from chackai bypass jn ,lulu mall,airport,railway station,hospitals",3.49862258953168,5905.511811023622,2572440.94488189,3024.0,0.984251968503937,karikkakam,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-karikkakam-trivandrum-1525-sq-ft-r1-spid-M68183586,8150000.0,3.0,1420.0,1420.0,"Villa in vivekanda nagar, karikakam which is 2.5 km from lulu mall and 4 km from tvm international airport for sale. Kims hospital is about 2 km. This is the first house in the project and has a total land of 3.26 cents. The interiors are modern. Construction completed in first half of 2016. Price is negotiable. The furnished items may be moved on purchase and basic ones like lights and fans will be made available. Ac can be kept if additional payment done. If any of the items are required, it has to be separately discussed. If brokers are involved, please excuse your charges from the sale price.",3.2598714416896235,5739.43661971831,2500098.591549296,2840.0,1.0,karikkakam,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-thattathumala-trivandrum-4356-sq-ft-r1-spid-M73529963,4500000.0,3.0,1300.0,4356.0,Mc road 10 1300 sqft 3 Near hospital Near school Near market,10.0,1033.0578512396694,450000.0,5656.0,0.2984389348025711,thattinakam,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-future-garden-homes-karyavattom-trivandrum-2352-sq-ft-spid-Q76688483,7400000.0,4.0,2200.0,2352.0,"5 bhk (G+1 house) with 4 attached bathrooms + 1 kitchen + 2 halls & dining area+ verandah & balcony for urgent sale at very attactive price for immediate buyers. Separate entrances (Gate entry and door entry) are available gf & ff. 2 car parking space & bore well (Drinking water). Recently painted, leak proof coated roof & pest treated red brick house at kariyavattom. Pullanivila junction - Approx. 1 km Technopark - About 4 km Lncpe kurissadu junction - 1 km approx. Land area about 5.4 cents. House area about 2200 sft. Rental value - Rs. 20,000 above.",5.399449035812672,3146.2585034013605,1370510.204081633,4552.0,0.935374149659864,karyavattom,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-favourite-pebble-gardens-njandoorkonam-trivandrum-1089000-sq-ft-spid-A76684197,14500000.0,4.0,2500.0,3049.0,"Semi furnished villa, corner plot, 2 sides open within a gated community comprising 78 villas in a 6-Acre plot with all amenities including swimming pool, club house with gym, sauna, squash court, badminton court, kids' play area, a small ground for football/pitch for cricket with led lights, park for children and elders, etc. Kitchen and work area are newly renovated with premium quality aluminum cabinets. Full roof top has aluminium roofing and mesh cover. It is well connected to all important locations and easily accessible from all directions.",6.999540863177226,4755.657592653329,2071564.4473597903,5549.0,0.819940964250574,njandoorkonam,No anomalies detected.
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-kunnapuzha-trivandrum-1200-sq-ft-spid-C76647213,5500000.0,2.0,1200.0,2244.0,5.15 cent near church kunnapuzha..School shops hospitals nearby.Now given for rent...,5.151515151515151,2450.9803921568628,1067647.0588235294,3444.0,0.5347593582887701,kunnapuzha,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-venjaramoodu-trivandrum-1001880-sq-ft-r2-spid-J72116662,9000000.0,4.0,2300.0,3267.0,4 bed room new house for sale in venjaramoodu near kunnil supermarket for sale. Total area 7.5 cents.,7.5,2754.8209366391184,1200000.0,5567.0,0.7040097949188858,venjaramoodu,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-puliyarakonam-trivandrum-1200-sq-ft-spid-E76586221,8000000.0,3.0,1200.0,3485.0,"This is a 3bhk house in puliyarakonam, this property offers an ideal blend of nature and technology. In addition to the house, there is a 3 cent property included in this deal, featuring fertile soil perfect for growing organic food for your family. Just a short 50 meters away is the nearest bus stop. Within a 700-Meter radius, you will find amenities such as a petrol pump, cooperative bank, dairy farm, supermarkets, gym, sbi bank, post office, asianet studio, and many other attractions to discover. The total is 8cent",8.000459136822773,2295.5523672883787,999942.6111908178,4685.0,0.3443328550932568,puliyarakonam,No anomalies detected.
https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-vizhinjam-trivandrum-700-sq-ft-spid-F76574457,6500000.0,1.0,700.0,4356.0,"10 cent house with one attached bedroom,hall, open kitchen and another small kitchen, outside batrhroom.800 mtr from veganoor junction.. 2km from vizhinjm.. 5km from kovalam",10.0,1492.1946740128558,650000.0,5056.0,0.1606978879706152,vizhinjam,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-2000-sq-ft-spid-B76407179,7800000.0,3.0,1600.0,1600.0,"1km from kinfra film and it park, just few meters from the kazhakootam-Kilimaanoor highway. Opposite to government upper primary school, chanthavila, 6 km to technopark.",3.6730945821854912,4875.0,2123550.0,3200.0,1.0,chanthavila,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-1750-sq-ft-spid-X76331999,10000000.0,3.0,1750.0,1851.0,"4.25 cent, new house with redbricks construction, 2.5 km from vattiyoorkavu jn.",4.24931129476584,5402.485143165856,2353322.528363047,3601.0,0.9454349000540248,vattiyoorkavu,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-udiyankulangara-trivandrum-2170-sq-ft-spid-E76315293,5500000.0,3.0,1850.0,2170.0,Inside 50 metres from main junction Two wheeler access only,4.9816345270890725,2534.562211981566,1104055.2995391705,4020.0,0.8525345622119815,udiyankulangara,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kollamkavu-trivandrum-1900-sq-ft-spid-E76232019,12500000.0,4.0,1900.0,7841.0,"An independent 1900sqft house with a 12cent backyard (Total 18 cent square plot) near nedumangad,pazhakutty.",18.000459136822773,1594.1844152531564,694426.731284275,9741.0,0.2423160311184798,kollamkavu,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pachalloor-trivandrum-2175-sq-ft-spid-Y76191115,6500000.0,3.0,1300.0,2175.0,3 bhk house for sale in 5 cents 3 car parking area 1300 sqfeet house all work including kitchen cupboard and work area completed,4.9931129476584015,2988.5057471264367,1301793.103448276,3475.0,0.5977011494252874,pachalloor,No anomalies detected.
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-asan-nagar-muttathara-trivandrum-3101-sq-ft-spid-E76189511,13000000.0,5.0,1959.0,3101.0,"Sale by owner - Home ( Muttathara , near enchakkal bypass) trivandrum, kerala state Plot area 7.122 cent Built up : 1959 sqft Parking garage, 5 beds & 3 bathrooms",7.118916437098255,4192.196065785231,1826120.6062560463,5060.0,0.6317316994517898,muttathara,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kilimanoor-trivandrum-2500-sq-ft-spid-X76106149,11500000.0,4.0,2500.0,8712.0,"20 cent good land front side road. Foreground good area and one covered car park Back side the home all trees like jackfruit, manago, coconut and many From side garden- And fruits trees like- Rambutan, mango, custard apple and pure water well also in front side and panchayat water connection available",20.0,1320.018365472911,575000.0,11212.0,0.2869605142332415,kilimanoor,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-karimanal-trivandrum-12-sq-ft-spid-R76054909,17000000.0,3.0,1200.0,5227.0,Total 12 cent 1200 sqft house 3 bedroom with attached bathroom 100 m nearest new hospital aster medicity 200 m highway ( Nh bypass) 1.5 km lulu mall 250 m near school ( Mgm school),11.999540863177224,3252.3436005356803,1416720.8723933424,6427.0,0.2295771953319303,karimanal,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-shangumukham-trivandrum-1500-sq-ft-spid-S75979865,15000000.0,3.0,1500.0,3000.0,"I am looking for buyer to purchase house/villa available for sale in shankumugham, trivandrum. Available at price of rs 1.5 crores. It has plot area of 3000 sq ft. It has 3 bhk, 2 bathroom, 1 balcony.It is a freehold property",6.887052341597796,5000.0,2178000.0,4500.0,0.5,shangumukham,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kallayam-trivandrum-4356-sq-ft-spid-F75853661,8700000.0,4.0,2350.0,4356.0,"10 cent residential building with 4bhk attached,2350 sqft,nearby school, hospital,margin free market etc200 mtr away from kallayam junction",10.0,1997.2451790633609,870000.0,6706.0,0.539485766758494,kallayam,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-shangumukham-trivandrum-3049-sq-ft-spid-Q75733307,18500000.0,3.0,3000.0,3049.0,"Experience the perfect fusion of comfort and convenience with this exceptional property! Nestled in the heart of all saints, trivandrum, this home sits on a spacious 7-Cent plot, with 6 years old 3bhk house covering 3000 square feet.",6.999540863177226,6067.563135454248,2643030.5018038703,6049.0,0.9839291571006888,shangumukham,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-thirumala-trivandrum-1400-sq-ft-spid-T75700919,9700000.0,3.0,1400.0,2614.0,House is constructed in main road in perkavu...It's has totally 6.05 cent house is constructed only 1400 sqft..Other side of area is can be used gardening or commercial purpose on your choose .97 lakhs is slightly negotiable.... Contact for more details and visiting the property ....All transport facilities is available.. Road sided house ... Nearby temple and church is here...Well facility available....,6.000918273645546,3710.788064269319,1616419.2807957155,4014.0,0.5355776587605203,thirumala,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-puliyarakonam-trivandrum-1036-sq-ft-r5-spid-F38209571,5000000.0,3.0,1036.0,4356.0,Walkable distance from st marys school puliyarakkonam.Half kilometre from puliyarakonam junction.3kms from vattiyoorkavu.Price negotiable.,10.0,1147.842056932966,500000.0,5392.0,0.2378328741965105,puliyarakonam,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kattakkada-trivandrum-3049-sq-ft-spid-K75564725,4100000.0,3.0,1200.0,3049.0,"1200 sq feet, villa type, gated house in 7 cents of plot. Located in aamachal, 4 km from kattakkada town. All bedrooms, with built in rose wood cupboards. Villa type house and modern type kitchen. Owner abroad, very rarely used, for immediate sale. Rose wood annu door and windows 3 bedroom house and one attached bathroom and one common bathroom",6.999540863177226,1344.7031813709414,585752.7058051821,4249.0,0.3935716628402755,kattakkada,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-peyad-trivandrum-2000-sq-ft-spid-X75506417,8800000.0,4.0,1000.0,2000.0,"2bhk house located at300mtrs distance fromthachotkav junction, a villa project",4.591368227731864,4400.0,1916640.0,3000.0,0.5,peyad,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-andoorkonam-trivandrum-1525-sq-ft-spid-M75387679,3000000.0,3.0,1100.0,1524.0,"3.50 cents of land with 1100sqft house at thiruvalloor jn, kaniyapuram. 3.50 km from kaniyapuram nh. Location details - Kaniyapuram - Pachira - Keezhavoor - Thiruvalloor jn (Way to vavarambalam). 6 years old building. Ready to move condition. 2 km from technocity.",3.49862258953168,1968.503937007874,857480.31496063,2624.0,0.7217847769028871,andoorkonam,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-mudavanmugal-trivandrum-1200-sq-ft-spid-U75362629,9000000.0,3.0,1200.0,2178.0,"5 cents,1200 sqft., single storied house, 3bhk, red brick construction, 1 km from poojappura junction",5.0,4132.231404958678,1800000.0,3378.0,0.5509641873278237,mudavanmugal,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chittattumukku-trivandrum-1800-sq-ft-spid-M75351429,6000000.0,4.0,1800.0,3048.0,"Sale 7cent with 4bedroom all attached bathrooms, spacious living dining rooms, kitchen and outside toilet near st vincent high school chittattumukku. All are available nearby schools, market, hospitals, etc.",6.99724517906336,1968.503937007874,857480.31496063,4848.0,0.5905511811023622,chittattumukku,No anomalies detected.
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-dhanuvachapuram-trivandrum-4356-sq-ft-spid-B75121841,6000000.0,2.0,1500.0,4356.0,"10cent with 1500sqft house and one shop near dhanuvachapuram. 200meter away from manchavilakom junction. 1.5km away from dhanuvachapuram railway station. 1km away from govt hospital. 250meter away from manchavilakom govt school and 1km away from dhanuvachapuram school,college and iti.",10.0,1377.4104683195592,600000.0,5856.0,0.3443526170798898,dhanuvachapuram,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chempazhanthy-trivandrum-1600-sq-ft-spid-A75081185,7500000.0,3.0,1600.0,1960.0,"House for sale near gandhipuram, 4.5 cent 1600 sqft.",4.499540863177226,3826.530612244898,1666836.734693878,3560.0,0.8163265306122449,chempazhanthy,No anomalies detected.
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-nettayam-trivandrum-11-sq-ft-spid-J74113575,7500000.0,2.0,600.0,4574.0,10.5 cents land 600sqrft home Calm and quite residential area in nettayam trivandrum,10.500459136822773,1639.702667249672,714254.4818539572,5174.0,0.1311762133799737,nettayam,No anomalies detected.
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-palkulangara-trivandrum-1600-sq-ft-r1-spid-Y71900212,12000000.0,5.0,1600.0,2614.0,"House for selling. Only two year old. Only small car can be parked(Like alto,climber). Built with red bricks. 2.8 kms away from trivandrum international airport. 2.7 kms away from trivandrum central railway station 1.8 kms away from padmanabhaswamy temple. Total 6 cents",6.000918273645546,4590.665646518745,1999693.9556235657,4214.0,0.612088752869166,palkulangara,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pidaram-trivandrum-3049-sq-ft-spid-P73761359,5600000.0,3.0,1400.0,3049.0,"2 floor, 3bhk, east facing house (1400 sq ft)in 7cent. Hospital facility in 1.5 km. Super market, local market, petrol pump, schools all within 2 kms. Bus stop in 300 mtrs.",6.999540863177226,1836.6677599212856,800052.4762217121,4449.0,0.4591669399803214,pidaram,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-2250-sq-ft-spid-X73358423,8800000.0,4.0,2250.0,4356.0,"2250 sqft,10 cent,4bhk house,4 bedroom with attached bathroom,750 m from tollmukku junction, 4 km from attinghal town,lorry site.",10.0,2020.20202020202,880000.0,6606.0,0.5165289256198347,tollmukku junction,No anomalies detected.
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-karyavattom-trivandrum-1150-sq-ft-spid-M73182927,5500000.0,2.0,1150.0,2287.0,"Two stories house at mangattukonam, 3.5 km from karyavattom, 2 km from chenkottukonam, 1.5 km from st. Thomas public school. House in 5.25 cents fully constructed with redbrick and lorry access site",5.250229568411386,2404.897245299519,1047573.2400524704,3437.0,0.5028421512898994,karyavattom,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-gandhipuram-trivandrum-1675-sq-ft-spid-J72273536,8500000.0,3.0,1675.0,2178.0,"3bhk house for sale @gandhipuram, sreekariyam. 5 cent and 1675 sq. Ft. New house with red bricks and guaranteed construction with water, electricity connections, water well facility as well. 2.5 km from sreekariyam. (Brokers excuse please).",5.0,3902.662993572085,1700000.0,3853.0,0.7690541781450873,gandhipuram,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chirayinkeezhu-trivandrum-4574-sq-ft-spid-A70062498,6800000.0,3.0,1550.0,4573.0,"We are proud owners of house/villa available for sale in chirayinkeezhu,anathalavattom trivandrum. Available at price of 68 lakhs. It has plot area of 10.5 cents with 1550 sq ft house. It has 3 bhk, 3 bathroom, 1 balcony.It is a freehold.Lake side and road side property.Near temple and railway station",10.498163452708908,1486.988847583643,647732.3420074349,6123.0,0.3389459873168598,chirayinkeezhu,No anomalies detected.
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-malayinkeezh-trivandrum-3600-sq-ft-spid-W69800474,9500000.0,4.0,2000.0,3600.0,"9 cent,2000sq.Feet building.6 plus car parking.Silent area.Plenty of water.Lorry access.Calm area.Best suited for residential purpose and for shooting serials etc.Fast developing area.Tvpm central 13.5km.Malyankeehu 2 km.",8.264462809917354,2638.8888888888887,1149500.0000000002,5600.0,0.5555555555555556,malayinkeezh,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-varkala-trivandrum-2614-sq-ft-spid-Y67733846,5900000.0,3.0,1450.0,2613.0,House / flat in first floor for sale in varkala,5.9986225895316805,2257.941063911213,983559.1274397244,4063.0,0.5549177190968235,varkala,No anomalies detected.
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-parottukonam-trivandrum-1300-sq-ft-r5-spid-R54492934,13000000.0,3.0,1300.0,2178.0,"5 cents land, roadside property with cellar floor house of 1000 sqft, for sale @ plot 21, tilak nagar, parottukonam. (Parattukonam to kariyam rd), trivandrum.",5.0,5968.778696051423,2600000.0,3478.0,0.5968778696051423,parottukonam,No anomalies detected.
